amp,freq
26,8000.0
15,16000.0
76,5333.333333333333
82,5333.333333333333
45,16000.0
38,8000.0
21,8000.0
62,3200.0
7,16000.0
52,8000.0
21,16000.0
96,5333.333333333333
73,16000.0
60,16000.0
42,16000.0
23,16000.0
48,5333.333333333333
30,8000.0
25,5333.333333333333
19,16000.0
93,5333.333333333333
92,16000.0
42,16000.0
70,5333.333333333333
63,16000.0
36,16000.0
28,16000.0
22,16000.0
93,5333.333333333333
31,16000.0
47,5333.333333333333
29,5333.333333333333
14,8000.0
48,4000.0
49,8000.0
95,4000.0
40,16000.0
30,16000.0
20,16000.0
25,8000.0
33,8000.0
41,8000.0
13,16000.0
36,5333.333333333333
24,16000.0
39,8000.0
43,8000.0
21,16000.0
43,5333.333333333333
48,8000.0
17,16000.0
2,16000.0
19,8000.0
59,3200.0
52,16000.0
39,4000.0
13,16000.0
11,5333.333333333333
2,16000.0
66,2666.6666666666665
72,8000.0
26,16000.0
22,16000.0
25,3200.0
25,8000.0
24,8000.0
9,16000.0
42,5333.333333333333
72,8000.0
50,16000.0
15,8000.0
24,8000.0
77,4000.0
52,16000.0
41,5333.333333333333
71,5333.333333333333
30,16000.0
23,8000.0
21,4000.0
23,8000.0
13,16000.0
16,8000.0
41,5333.333333333333
26,16000.0
13,8000.0
67,3200.0
29,16000.0
47,4000.0
17,16000.0
19,8000.0
60,8000.0
43,16000.0
75,8000.0
74,16000.0
13,16000.0
21,8000.0
37,5333.333333333333
8,16000.0
2,16000.0
36,5333.333333333333
18,8000.0
4,16000.0
28,5333.333333333333
14,16000.0
8,8000.0
24,8000.0
22,8000.0
46,4000.0
34,16000.0
16,16000.0
32,8000.0
12,16000.0
32,8000.0
29,16000.0
82,4000.0
58,16000.0
29,8000.0
21,16000.0
34,5333.333333333333
22,16000.0
36,5333.333333333333
37,5333.333333333333
13,16000.0
63,4000.0
38,16000.0
14,8000.0
61,4000.0
49,16000.0
138,4000.0
70,16000.0
76,8000.0
49,16000.0
27,16000.0
65,3200.0
69,5333.333333333333
27,16000.0
101,4000.0
93,16000.0
42,16000.0
24,5333.333333333333
23,16000.0
64,4000.0
16,8000.0
21,8000.0
84,5333.333333333333
28,16000.0
13,16000.0
27,8000.0
8,16000.0
34,8000.0
69,2666.6666666666665
66,16000.0
48,16000.0
36,5333.333333333333
49,5333.333333333333
77,8000.0
37,16000.0
10,8000.0
32,8000.0
28,16000.0
40,4000.0
36,16000.0
78,8000.0
55,16000.0
40,5333.333333333333
115,5333.333333333333
95,16000.0
55,8000.0
31,16000.0
10,16000.0
27,8000.0
42,8000.0
32,16000.0
50,5333.333333333333
45,8000.0
44,4000.0
14,16000.0
46,5333.333333333333
15,16000.0
42,8000.0
41,8000.0
32,16000.0
36,5333.333333333333
39,8000.0
47,5333.333333333333
71,4000.0
36,8000.0
12,8000.0
30,5333.333333333333
14,16000.0
63,4000.0
69,8000.0
39,16000.0
18,8000.0
21,5333.333333333333
28,4000.0
16,5333.333333333333
13,8000.0
7,8000.0
64,4000.0
55,16000.0
9,16000.0
11,8000.0
11,5333.333333333333
35,5333.333333333333
20,8000.0
23,8000.0
67,5333.333333333333
49,16000.0
41,8000.0
31,5333.333333333333
41,8000.0
34,16000.0
22,16000.0
22,8000.0
15,8000.0
76,4000.0
54,16000.0
17,16000.0
13,16000.0
27,5333.333333333333
8,16000.0
33,5333.333333333333
28,16000.0
58,4000.0
47,8000.0
53,8000.0
43,16000.0
65,5333.333333333333
43,8000.0
102,2285.714285714286
129,8000.0
126,16000.0
51,8000.0
25,16000.0
65,4000.0
54,4000.0
50,16000.0
92,4000.0
91,16000.0
77,16000.0
55,16000.0
38,8000.0
48,5333.333333333333
14,16000.0
12,8000.0
9,16000.0
80,5333.333333333333
35,16000.0
12,8000.0
9,16000.0
132,4000.0
91,16000.0
55,16000.0
35,8000.0
76,4000.0
37,16000.0
32,8000.0
34,5333.333333333333
25,5333.333333333333
20,8000.0
39,8000.0
52,8000.0
52,5333.333333333333
28,16000.0
34,8000.0
30,16000.0
52,8000.0
48,16000.0
91,5333.333333333333
73,16000.0
67,16000.0
66,16000.0
54,16000.0
30,16000.0
41,4000.0
30,5333.333333333333
47,5333.333333333333
41,16000.0
47,8000.0
24,16000.0
15,16000.0
68,5333.333333333333
51,16000.0
89,4000.0
63,16000.0
16,16000.0
76,5333.333333333333
15,8000.0
12,8000.0
11,8000.0
36,8000.0
50,8000.0
12,16000.0
26,5333.333333333333
63,5333.333333333333
29,16000.0
37,5333.333333333333
7,8000.0
106,3200.0
84,16000.0
35,16000.0
25,16000.0
33,4000.0
17,16000.0
24,4000.0
50,4000.0
69,5333.333333333333
45,16000.0
60,8000.0
23,16000.0
23,8000.0
16,16000.0
33,8000.0
81,5333.333333333333
56,16000.0
54,4000.0
35,8000.0
50,8000.0
36,16000.0
48,8000.0
40,16000.0
83,8000.0
47,16000.0
70,5333.333333333333
54,16000.0
48,16000.0
12,16000.0
13,8000.0
33,8000.0
27,16000.0
44,5333.333333333333
36,8000.0
57,8000.0
35,16000.0
32,5333.333333333333
17,16000.0
91,4000.0
78,16000.0
30,16000.0
54,8000.0
44,8000.0
62,8000.0
29,16000.0
48,5333.333333333333
27,16000.0
56,5333.333333333333
49,16000.0
28,5333.333333333333
21,16000.0
29,5333.333333333333
26,8000.0
26,4000.0
72,4000.0
37,16000.0
20,16000.0
14,16000.0
77,3200.0
63,5333.333333333333
24,8000.0
48,8000.0
42,8000.0
29,4000.0
76,8000.0
17,16000.0
87,4000.0
63,16000.0
40,16000.0
54,8000.0
15,4000.0
60,5333.333333333333
25,16000.0
102,2285.714285714286
83,16000.0
46,16000.0
106,5333.333333333333
89,16000.0
52,16000.0
34,8000.0
41,5333.333333333333
34,16000.0
19,16000.0
64,5333.333333333333
38,8000.0
71,5333.333333333333
22,16000.0
15,16000.0
47,4000.0
39,8000.0
16,16000.0
64,5333.333333333333
61,16000.0
24,16000.0
9,16000.0
76,4000.0
74,16000.0
40,16000.0
16,16000.0
22,5333.333333333333
59,8000.0
16,16000.0
22,4000.0
36,5333.333333333333
41,5333.333333333333
16,16000.0
66,5333.333333333333
54,16000.0
42,8000.0
38,16000.0
20,16000.0
36,8000.0
67,5333.333333333333
59,16000.0
44,8000.0
19,8000.0
52,5333.333333333333
18,16000.0
48,4000.0
25,16000.0
8,16000.0
7,8000.0
33,4000.0
69,5333.333333333333
28,16000.0
30,2666.6666666666665
40,5333.333333333333
51,5333.333333333333
53,4000.0
21,16000.0
52,5333.333333333333
32,8000.0
30,16000.0
53,5333.333333333333
51,5333.333333333333
38,16000.0
45,8000.0
13,16000.0
8,16000.0
16,8000.0
33,4000.0
50,4000.0
33,5333.333333333333
14,16000.0
13,16000.0
63,2666.6666666666665
91,8000.0
63,16000.0
33,5333.333333333333
77,8000.0
58,16000.0
43,5333.333333333333
126,2666.6666666666665
53,16000.0
100,5333.333333333333
62,16000.0
21,16000.0
16,8000.0
18,8000.0
99,5333.333333333333
81,16000.0
40,16000.0
56,5333.333333333333
78,4000.0
34,16000.0
12,8000.0
25,5333.333333333333
17,16000.0
67,5333.333333333333
56,16000.0
49,8000.0
97,5333.333333333333
35,16000.0
126,5333.333333333333
117,8000.0
99,16000.0
72,16000.0
63,16000.0
38,16000.0
9,16000.0
88,5333.333333333333
82,16000.0
65,5333.333333333333
52,16000.0
62,4000.0
30,16000.0
2,16000.0
20,8000.0
39,8000.0
60,8000.0
58,16000.0
25,16000.0
20,16000.0
29,4000.0
24,16000.0
21,16000.0
29,8000.0
25,16000.0
20,8000.0
17,16000.0
32,5333.333333333333
7,16000.0
59,4000.0
45,8000.0
10,16000.0
89,4000.0
39,16000.0
25,16000.0
13,16000.0
29,8000.0
52,5333.333333333333
48,8000.0
66,5333.333333333333
81,8000.0
63,16000.0
50,16000.0
88,5333.333333333333
50,16000.0
33,8000.0
19,16000.0
54,5333.333333333333
25,16000.0
72,5333.333333333333
33,16000.0
17,8000.0
19,8000.0
61,8000.0
56,16000.0
49,8000.0
16,16000.0
14,8000.0
21,8000.0
17,8000.0
74,5333.333333333333
68,16000.0
39,16000.0
56,8000.0
54,16000.0
58,3200.0
50,16000.0
52,4000.0
39,16000.0
11,16000.0
11,8000.0
30,5333.333333333333
18,16000.0
49,5333.333333333333
35,16000.0
51,5333.333333333333
27,5333.333333333333
12,16000.0
102,3200.0
97,16000.0
78,16000.0
41,16000.0
32,8000.0
69,5333.333333333333
83,8000.0
80,16000.0
40,16000.0
82,4000.0
50,16000.0
8,16000.0
26,5333.333333333333
19,16000.0
18,5333.333333333333
42,5333.333333333333
39,16000.0
25,16000.0
47,5333.333333333333
60,5333.333333333333
68,4000.0
45,16000.0
49,5333.333333333333
43,16000.0
75,5333.333333333333
22,16000.0
51,8000.0
32,16000.0
80,5333.333333333333
35,16000.0
35,5333.333333333333
34,16000.0
67,8000.0
55,16000.0
25,8000.0
63,8000.0
50,16000.0
36,4000.0
47,8000.0
43,16000.0
45,8000.0
34,16000.0
37,4000.0
13,8000.0
19,8000.0
48,5333.333333333333
43,16000.0
39,16000.0
32,16000.0
123,2666.6666666666665
97,16000.0
71,16000.0
60,16000.0
52,16000.0
32,16000.0
81,5333.333333333333
68,8000.0
46,16000.0
15,16000.0
27,5333.333333333333
78,4000.0
65,16000.0
41,16000.0
25,5333.333333333333
23,8000.0
22,5333.333333333333
14,16000.0
39,5333.333333333333
26,8000.0
24,16000.0
14,8000.0
12,16000.0
43,8000.0
6,16000.0
47,8000.0
27,16000.0
94,4000.0
88,16000.0
81,16000.0
73,16000.0
87,5333.333333333333
52,16000.0
42,8000.0
29,16000.0
33,5333.333333333333
41,8000.0
24,16000.0
41,5333.333333333333
20,16000.0
25,8000.0
65,4000.0
48,16000.0
49,8000.0
30,16000.0
34,8000.0
30,5333.333333333333
21,8000.0
71,5333.333333333333
46,8000.0
39,16000.0
31,8000.0
5,16000.0
31,3200.0
41,8000.0
33,16000.0
13,16000.0
24,5333.333333333333
21,3200.0
53,5333.333333333333
50,5333.333333333333
34,16000.0
28,8000.0
43,3200.0
21,8000.0
24,5333.333333333333
45,8000.0
34,16000.0
16,16000.0
14,16000.0
11,16000.0
63,5333.333333333333
50,8000.0
16,16000.0
86,2666.6666666666665
36,8000.0
66,8000.0
46,16000.0
24,16000.0
34,5333.333333333333
21,16000.0
40,5333.333333333333
67,5333.333333333333
34,5333.333333333333
21,16000.0
53,5333.333333333333
61,8000.0
40,8000.0
103,5333.333333333333
44,16000.0
18,16000.0
46,5333.333333333333
38,16000.0
106,3200.0
104,16000.0
59,16000.0
17,16000.0
12,8000.0
97,4000.0
84,16000.0
47,16000.0
29,8000.0
57,8000.0
107,8000.0
71,16000.0
46,8000.0
32,16000.0
24,5333.333333333333
4,8000.0
46,8000.0
102,5333.333333333333
62,16000.0
56,8000.0
61,5333.333333333333
67,5333.333333333333
36,16000.0
44,8000.0
40,8000.0
17,16000.0
49,8000.0
106,5333.333333333333
52,16000.0
86,5333.333333333333
61,16000.0
16,8000.0
48,8000.0
48,8000.0
69,5333.333333333333
31,5333.333333333333
29,8000.0
45,5333.333333333333
42,8000.0
38,16000.0
53,5333.333333333333
33,16000.0
90,5333.333333333333
75,16000.0
33,16000.0
17,8000.0
25,8000.0
44,8000.0
43,16000.0
12,8000.0
39,5333.333333333333
15,5333.333333333333
44,8000.0
31,16000.0
57,5333.333333333333
53,5333.333333333333
22,16000.0
6,16000.0
27,5333.333333333333
57,4000.0
81,5333.333333333333
19,16000.0
12,16000.0
6,16000.0
40,5333.333333333333
95,4000.0
46,16000.0
19,16000.0
33,4000.0
76,5333.333333333333
54,16000.0
39,8000.0
22,16000.0
51,5333.333333333333
35,16000.0
109,3200.0
93,16000.0
40,16000.0
105,3200.0
73,16000.0
54,8000.0
35,16000.0
48,8000.0
36,16000.0
31,8000.0
39,5333.333333333333
40,8000.0
58,8000.0
44,8000.0
91,5333.333333333333
57,16000.0
43,8000.0
15,5333.333333333333
9,8000.0
37,5333.333333333333
46,8000.0
14,16000.0
20,8000.0
149,5333.333333333333
129,16000.0
37,16000.0
99,8000.0
91,16000.0
21,16000.0
32,4000.0
21,16000.0
43,8000.0
58,5333.333333333333
18,16000.0
53,8000.0
73,5333.333333333333
56,16000.0
72,5333.333333333333
60,16000.0
30,16000.0
34,5333.333333333333
37,8000.0
41,8000.0
30,16000.0
37,8000.0
61,5333.333333333333
28,16000.0
17,16000.0
2,16000.0
26,8000.0
24,5333.333333333333
90,5333.333333333333
33,16000.0
69,8000.0
63,16000.0
25,8000.0
14,8000.0
20,8000.0
55,4000.0
37,16000.0
19,8000.0
38,8000.0
38,5333.333333333333
25,16000.0
35,5333.333333333333
14,16000.0
35,3200.0
82,2666.6666666666665
48,16000.0
76,8000.0
64,16000.0
51,5333.333333333333
89,5333.333333333333
74,16000.0
84,3200.0
75,16000.0
94,8000.0
74,16000.0
88,8000.0
50,16000.0
39,4000.0
25,16000.0
25,8000.0
28,5333.333333333333
52,4000.0
23,16000.0
17,16000.0
30,5333.333333333333
70,5333.333333333333
54,16000.0
17,16000.0
79,4000.0
49,16000.0
116,3200.0
66,16000.0
18,16000.0
64,5333.333333333333
36,16000.0
32,5333.333333333333
30,5333.333333333333
9,16000.0
50,5333.333333333333
35,16000.0
42,8000.0
34,16000.0
35,8000.0
66,5333.333333333333
65,16000.0
35,5333.333333333333
39,8000.0
35,16000.0
21,8000.0
72,4000.0
53,16000.0
42,8000.0
33,8000.0
23,16000.0
48,3200.0
28,16000.0
14,16000.0
26,8000.0
29,8000.0
23,16000.0
80,4000.0
61,8000.0
54,16000.0
30,5333.333333333333
62,5333.333333333333
35,16000.0
6,16000.0
24,8000.0
13,16000.0
34,8000.0
51,5333.333333333333
9,8000.0
18,5333.333333333333
31,8000.0
40,4000.0
24,5333.333333333333
84,4000.0
68,16000.0
93,5333.333333333333
70,16000.0
97,5333.333333333333
65,16000.0
15,16000.0
85,3200.0
30,16000.0
26,8000.0
36,8000.0
19,16000.0
59,8000.0
73,5333.333333333333
56,5333.333333333333
66,8000.0
62,16000.0
37,16000.0
29,16000.0
41,8000.0
51,5333.333333333333
54,8000.0
47,16000.0
97,4000.0
51,5333.333333333333
9,5333.333333333333
28,8000.0
11,16000.0
84,5333.333333333333
80,16000.0
37,16000.0
83,8000.0
76,16000.0
71,4000.0
50,16000.0
12,16000.0
15,8000.0
25,4000.0
23,16000.0
14,5333.333333333333
4,16000.0
49,8000.0
31,16000.0
33,8000.0
81,8000.0
70,16000.0
41,16000.0
58,8000.0
33,16000.0
36,8000.0
44,5333.333333333333
26,16000.0
43,4000.0
53,5333.333333333333
33,16000.0
19,5333.333333333333
13,16000.0
57,2285.714285714286
28,16000.0
71,8000.0
31,16000.0
28,16000.0
76,8000.0
58,16000.0
11,8000.0
63,4000.0
29,16000.0
60,8000.0
45,5333.333333333333
78,5333.333333333333
42,16000.0
26,16000.0
12,16000.0
10,16000.0
32,8000.0
70,5333.333333333333
64,16000.0
48,5333.333333333333
29,16000.0
106,3200.0
46,16000.0
29,4000.0
13,16000.0
25,5333.333333333333
13,8000.0
44,4000.0
34,8000.0
35,5333.333333333333
12,16000.0
10,16000.0
6,16000.0
35,4000.0
43,8000.0
46,8000.0
39,8000.0
29,16000.0
17,16000.0
8,16000.0
30,5333.333333333333
28,16000.0
50,8000.0
42,16000.0
45,8000.0
33,16000.0
23,8000.0
12,16000.0
67,2666.6666666666665
53,16000.0
47,16000.0
44,16000.0
11,16000.0
13,8000.0
21,8000.0
16,8000.0
40,8000.0
38,8000.0
34,4000.0
40,8000.0
28,8000.0
30,3200.0
69,8000.0
16,16000.0
10,16000.0
36,8000.0
35,16000.0
66,2666.6666666666665
75,8000.0
71,16000.0
54,8000.0
43,16000.0
29,16000.0
28,16000.0
44,8000.0
42,16000.0
26,16000.0
48,4000.0
73,5333.333333333333
111,5333.333333333333
62,16000.0
10,8000.0
76,5333.333333333333
71,16000.0
33,16000.0
46,8000.0
42,5333.333333333333
122,4000.0
100,16000.0
125,4000.0
118,16000.0
104,8000.0
88,16000.0
100,8000.0
79,16000.0
33,8000.0
14,16000.0
9,8000.0
117,1777.7777777777778
90,16000.0
60,16000.0
30,16000.0
33,8000.0
26,16000.0
33,8000.0
41,8000.0
21,16000.0
14,8000.0
98,5333.333333333333
97,16000.0
22,16000.0
104,5333.333333333333
51,16000.0
35,8000.0
95,3200.0
65,16000.0
70,5333.333333333333
59,16000.0
93,4000.0
84,16000.0
45,16000.0
15,16000.0
66,4000.0
49,16000.0
43,16000.0
38,16000.0
106,5333.333333333333
69,16000.0
102,4000.0
92,16000.0
73,16000.0
64,16000.0
70,5333.333333333333
75,5333.333333333333
29,16000.0
49,5333.333333333333
34,8000.0
35,5333.333333333333
17,16000.0
22,8000.0
40,4000.0
15,16000.0
45,8000.0
29,16000.0
24,5333.333333333333
38,4000.0
36,5333.333333333333
48,8000.0
42,16000.0
15,16000.0
29,8000.0
14,8000.0
24,5333.333333333333
50,4000.0
40,8000.0
27,16000.0
41,8000.0
36,8000.0
53,8000.0
45,8000.0
24,8000.0
67,3200.0
36,16000.0
26,16000.0
20,16000.0
83,5333.333333333333
45,4000.0
42,5333.333333333333
95,4000.0
79,8000.0
63,16000.0
21,8000.0
50,4000.0
27,16000.0
54,5333.333333333333
28,16000.0
69,5333.333333333333
49,5333.333333333333
19,16000.0
45,8000.0
56,8000.0
32,16000.0
63,5333.333333333333
57,16000.0
63,8000.0
41,16000.0
38,3200.0
36,16000.0
67,8000.0
26,8000.0
73,5333.333333333333
25,16000.0
25,8000.0
13,8000.0
67,5333.333333333333
35,16000.0
67,5333.333333333333
57,16000.0
21,16000.0
21,5333.333333333333
59,5333.333333333333
43,16000.0
67,5333.333333333333
12,16000.0
34,5333.333333333333
31,5333.333333333333
18,16000.0
18,8000.0
27,8000.0
4,16000.0
46,8000.0
44,16000.0
44,8000.0
42,16000.0
36,16000.0
32,16000.0
77,5333.333333333333
59,16000.0
53,16000.0
78,8000.0
77,16000.0
16,16000.0
38,5333.333333333333
30,8000.0
22,8000.0
10,16000.0
29,8000.0
18,16000.0
109,2666.6666666666665
80,16000.0
63,16000.0
23,16000.0
78,5333.333333333333
34,16000.0
81,5333.333333333333
33,16000.0
109,5333.333333333333
85,16000.0
75,5333.333333333333
52,16000.0
32,8000.0
76,5333.333333333333
31,16000.0
33,8000.0
34,8000.0
30,16000.0
42,4000.0
90,5333.333333333333
66,16000.0
65,16000.0
39,16000.0
20,8000.0
19,5333.333333333333
54,3200.0
84,5333.333333333333
59,16000.0
9,16000.0
24,8000.0
18,5333.333333333333
23,8000.0
57,4000.0
29,8000.0
25,8000.0
71,3200.0
34,16000.0
50,8000.0
21,8000.0
58,8000.0
55,16000.0
47,8000.0
31,16000.0
31,8000.0
12,8000.0
16,8000.0
51,8000.0
39,16000.0
45,5333.333333333333
86,4000.0
42,16000.0
37,8000.0
46,8000.0
27,16000.0
46,8000.0
39,16000.0
33,8000.0
12,16000.0
80,5333.333333333333
49,16000.0
36,8000.0
29,16000.0
61,8000.0
50,16000.0
55,5333.333333333333
47,5333.333333333333
11,8000.0
9,16000.0
33,8000.0
27,16000.0
38,4000.0
14,16000.0
67,5333.333333333333
45,16000.0
26,16000.0
48,8000.0
43,16000.0
22,8000.0
19,5333.333333333333
17,5333.333333333333
85,5333.333333333333
46,16000.0
59,4000.0
6,16000.0
36,8000.0
17,5333.333333333333
15,16000.0
14,16000.0
70,8000.0
39,16000.0
25,16000.0
35,5333.333333333333
26,16000.0
25,8000.0
19,16000.0
33,5333.333333333333
65,2666.6666666666665
62,16000.0
49,16000.0
42,16000.0
31,5333.333333333333
35,8000.0
28,8000.0
66,5333.333333333333
14,8000.0
22,5333.333333333333
23,5333.333333333333
29,5333.333333333333
16,16000.0
11,16000.0
24,5333.333333333333
52,8000.0
43,8000.0
34,16000.0
51,8000.0
44,16000.0
67,3200.0
21,16000.0
20,8000.0
13,16000.0
59,5333.333333333333
12,16000.0
31,5333.333333333333
52,4000.0
25,16000.0
27,8000.0
107,2666.6666666666665
53,16000.0
19,8000.0
45,8000.0
45,5333.333333333333
20,16000.0
19,16000.0
21,5333.333333333333
78,4000.0
67,16000.0
8,16000.0
25,4000.0
56,8000.0
54,16000.0
31,16000.0
61,8000.0
48,16000.0
24,16000.0
92,3200.0
52,16000.0
14,16000.0
16,5333.333333333333
9,8000.0
13,8000.0
48,3200.0
28,16000.0
24,5333.333333333333
29,5333.333333333333
17,16000.0
51,5333.333333333333
43,16000.0
56,4000.0
43,16000.0
20,16000.0
87,3200.0
78,16000.0
62,16000.0
91,4000.0
58,16000.0
12,16000.0
11,16000.0
24,8000.0
65,3200.0
36,16000.0
9,16000.0
66,5333.333333333333
56,16000.0
42,5333.333333333333
58,5333.333333333333
33,16000.0
93,5333.333333333333
57,16000.0
30,5333.333333333333
6,16000.0
67,5333.333333333333
53,16000.0
21,8000.0
31,8000.0
34,8000.0
61,4000.0
27,16000.0
81,5333.333333333333
75,16000.0
63,16000.0
39,16000.0
39,4000.0
17,16000.0
90,5333.333333333333
68,16000.0
31,16000.0
23,16000.0
22,5333.333333333333
20,16000.0
15,8000.0
15,8000.0
26,8000.0
24,16000.0
23,8000.0
8,16000.0
9,8000.0
29,5333.333333333333
18,16000.0
90,4000.0
73,16000.0
61,16000.0
34,16000.0
99,5333.333333333333
70,16000.0
73,5333.333333333333
67,16000.0
20,16000.0
23,8000.0
25,8000.0
44,8000.0
42,16000.0
32,8000.0
9,16000.0
57,3200.0
30,16000.0
119,3200.0
105,16000.0
70,16000.0
62,16000.0
40,16000.0
32,8000.0
17,5333.333333333333
58,8000.0
47,16000.0
23,8000.0
65,2285.714285714286
20,16000.0
32,8000.0
129,3200.0
94,16000.0
87,8000.0
37,16000.0
39,5333.333333333333
36,16000.0
60,5333.333333333333
15,16000.0
62,5333.333333333333
25,16000.0
41,4000.0
25,16000.0
24,8000.0
9,8000.0
21,8000.0
12,16000.0
30,8000.0
35,8000.0
35,8000.0
22,16000.0
12,8000.0
139,3200.0
127,16000.0
55,16000.0
22,8000.0
29,8000.0
26,16000.0
66,5333.333333333333
70,5333.333333333333
45,16000.0
22,8000.0
109,3200.0
92,16000.0
90,16000.0
77,16000.0
83,8000.0
112,5333.333333333333
114,8000.0
75,16000.0
81,5333.333333333333
69,16000.0
35,16000.0
18,16000.0
19,8000.0
40,5333.333333333333
49,4000.0
35,16000.0
4,16000.0
28,5333.333333333333
57,5333.333333333333
34,5333.333333333333
45,3200.0
27,16000.0
22,5333.333333333333
53,5333.333333333333
33,16000.0
86,8000.0
83,16000.0
39,16000.0
28,16000.0
32,5333.333333333333
37,3200.0
59,8000.0
46,16000.0
47,8000.0
27,16000.0
21,16000.0
10,16000.0
6,16000.0
82,4000.0
64,16000.0
19,8000.0
57,5333.333333333333
39,16000.0
35,5333.333333333333
21,8000.0
66,2666.6666666666665
58,16000.0
54,16000.0
36,16000.0
54,3200.0
28,8000.0
97,5333.333333333333
82,16000.0
59,16000.0
45,16000.0
28,16000.0
21,16000.0
12,16000.0
45,4000.0
37,16000.0
40,5333.333333333333
25,16000.0
32,2666.6666666666665
32,8000.0
38,8000.0
28,16000.0
23,4000.0
21,8000.0
19,5333.333333333333
63,5333.333333333333
31,5333.333333333333
40,4000.0
56,8000.0
33,16000.0
55,4000.0
62,5333.333333333333
37,16000.0
49,5333.333333333333
32,16000.0
24,8000.0
39,5333.333333333333
26,8000.0
93,4000.0
71,16000.0
21,5333.333333333333
18,16000.0
34,4000.0
10,8000.0
18,8000.0
11,8000.0
14,8000.0
104,4000.0
110,5333.333333333333
100,16000.0
78,16000.0
46,16000.0
15,16000.0
95,5333.333333333333
91,16000.0
64,16000.0
47,16000.0
80,5333.333333333333
76,16000.0
69,16000.0
30,16000.0
14,5333.333333333333
53,4000.0
31,16000.0
27,8000.0
42,8000.0
8,16000.0
25,8000.0
19,16000.0
16,16000.0
15,16000.0
62,8000.0
30,16000.0
52,5333.333333333333
69,8000.0
62,16000.0
47,5333.333333333333
48,5333.333333333333
10,16000.0
42,4000.0
41,8000.0
41,5333.333333333333
34,16000.0
31,8000.0
52,5333.333333333333
15,16000.0
23,8000.0
21,16000.0
9,8000.0
34,3200.0
22,16000.0
79,5333.333333333333
104,5333.333333333333
79,16000.0
13,16000.0
12,16000.0
10,16000.0
5,16000.0
20,8000.0
16,16000.0
9,16000.0
17,5333.333333333333
25,8000.0
72,8000.0
58,16000.0
32,8000.0
25,16000.0
40,5333.333333333333
31,16000.0
27,8000.0
25,16000.0
40,5333.333333333333
16,16000.0
37,4000.0
44,5333.333333333333
17,16000.0
32,8000.0
57,8000.0
49,16000.0
41,16000.0
91,8000.0
72,16000.0
77,5333.333333333333
73,16000.0
36,8000.0
27,5333.333333333333
14,16000.0
20,8000.0
42,4000.0
25,16000.0
8,16000.0
11,8000.0
9,16000.0
52,5333.333333333333
44,3200.0
37,16000.0
35,16000.0
41,5333.333333333333
56,4000.0
15,16000.0
20,8000.0
58,4000.0
49,16000.0
51,8000.0
29,16000.0
65,3200.0
51,5333.333333333333
28,16000.0
62,4000.0
55,16000.0
45,8000.0
48,5333.333333333333
9,16000.0
57,5333.333333333333
30,16000.0
17,8000.0
64,3200.0
56,16000.0
34,16000.0
41,8000.0
12,8000.0
76,5333.333333333333
28,16000.0
16,16000.0
13,8000.0
56,3200.0
11,16000.0
8,8000.0
39,5333.333333333333
32,5333.333333333333
63,5333.333333333333
24,16000.0
15,16000.0
6,16000.0
78,3200.0
71,16000.0
82,5333.333333333333
51,16000.0
1,16000.0
